0,0
0.392699,0.392699
0.785398,0.724839
1.1781,0.9452
1.5708,1.0198
1.9635,0.937132
2.35619,0.709948
2.74889,0.37328
3.14159,-0.0209512
3.53429,-0.411952
3.92699,-0.739425
4.31969,-0.952869
4.71239,-1.01937
5.10509,-0.928669
5.49779,-0.694756
5.89049,-0.353704
6.28319,0.0418936
6.67588,0.431031
7.06858,0.753698
7.46128,0.960135
7.85398,1.01851
8.24668,0.919813
8.63938,0.679272
9.03208,0.333979
9.42478,-0.0628183
9.81748,-0.449928
10.2102,-0.767653
10.6029,-0.966997
10.9956,-1.01722
11.3883,-0.91057
11.781,-0.663501
12.1737,-0.314112
12.5664,0.0837165
12.9591,0.468635
13.3518,0.781285
13.7445,0.97345
14.1372,1.0155
14.5299,0.900942
14.9226,0.64745
15.3153,0.294113
15.708,-0.104579
16.1007,-0.487145
16.4934,-0.794586
16.8861,-0.979492
17.2788,-1.01335
17.6715,-0.890934
18.0642,-0.631126
18.4569,-0.27399
18.8496,0.125398
19.2423,0.505448
19.635,0.807552
20.0277,0.985121
20.4204,1.01077
20.8131,0.88055
21.2058,0.614535
21.5984,0.253751
21.9911,-0.146164
22.3838,-0.523539
22.7765,-0.820178
23.1692,-0.990334
23.5619,-1.00777
23.9546,-0.869794
24.3473,-0.597685
24.74,-0.233405
25.1327,0.166868
25.5254,0.541408
25.9181,0.832457
26.3108,0.99513
26.7035,1.00434
27.0962,0.858671
27.4889,0.580582
27.8816,0.212961
28.2743,-0.187502
28.667,-0.559049
29.0597,-0.844384
29.4524,-0.999505
29.8451,-1.00049
30.2378,-0.847185
30.6305,-0.563235
31.0232,-0.192427
31.4159,0.208056
